1,0
2,2
3,2
4,5
5,-5
6,2
7,-3
8,5
9,4
10,-1
11,0
12,0
13,1
14,3
15,-1
16,5
17,3
18,-4
19,-5
20,-2
21,-1
22,5
23,1
24,0
25,0
26,-4
27,-5
28,5
29,1
30,5
31,-3
32,5
33,-2
34,-4
35,0
36,0
37,-2
38,1
39,-1
40,0
41,-3
42,4
43,3
44,1
45,5
46,-1
47,-1
48,-4
49,-4
50,-4
51,-1
52,2
53,0
54,-3
55,-3
56,-3
57,-5
58,5
59,-3
60,4
61,4
62,-5
63,3
64,-5
65,2
66,-4
67,-1
68,-5
69,-2
70,4
71,1
72,2
73,-5
74,0
75,0
76,-4
77,-1
78,-3
79,4
80,3
81,-5
82,-4
83,0
84,5
85,3
86,-3
87,-2
88,4
89,-3
90,4
91,4
92,5
93,4
94,4
95,2
96,-3
97,-5
98,-2
99,-2
100,-3
101,-2
102,5
103,-4
104,4
105,1
106,-5
107,4
108,5
109,-3
110,-4
111,1
112,3
113,-5
114,-3
1,-1
2,1
3,5
4,-4
5,-4
6,0
7,-5
8,-4
9,-3
10,1
11,1
12,0
13,5
14,-2
15,4
16,-3
17,3
18,-1
19,-5
20,-4
21,-5
22,4
23,-1
24,-4
25,1
26,-5
27,5
28,1
29,3
30,-4
31,1
32,4
33,-2
34,-1
35,3
36,0
37,-4
38,-4
39,5
40,-4
41,-2
42,2
43,0
44,0
45,1
46,-2
47,-4
48,5
49,1
50,-2
51,-1
52,0
53,-3
54,-3
55,0
56,4
57,4
58,5
59,0
60,4
61,-3
62,1
63,-4
64,-1
65,-1
66,5
67,1
68,0
69,-1
70,3
71,2
72,-5
73,3
74,1
75,0
76,-1
77,-5
78,0
79,0
80,-1
81,-4
82,-4
1,-5
2,4
3,-4
4,3
5,-4
6,5
7,0
1,5
1,-2
2,2
3,1
4,-4
5,0
6,-3
7,-5
8,-1
9,-3
10,-4
11,2
12,3
13,0
1,0
2,3
3,3
4,-3
5,1
6,0
7,-5
8,-3
9,5
10,-5
11,5
12,3
13,3
14,-3
15,-1
16,3
17,5
18,4
19,1
20,-2
21,1
22,-5
23,4
24,5
25,1
1,-1
2,5
3,5
4,-1
5,5
6,3
7,-1
8,3
9,1
10,-5
11,3
12,5
13,-2
14,-2
15,1
16,1
17,2
1,0.001967307070906532
2,0.047880214361951445
3,0.21866222433604
4,0.9012407598952671
5,0.5993831950833004
6,0.42935022320222305
7,0.790880224997624
8,0.06651567299445793
9,0.6262495572119371
10,0.20516403967068841
11,0.7470319724132872
12,0.982857330078855
13,0.6881475737616848
14,0.5242306183961805
15,0.22891341837883095
16,0.8702450129514937
17,0.7461271100993544
18,0.5329046532010948
19,0.9142803834805089
20,0.3695996893616621
21,0.2992874365705155
22,0.42066973393382323
23,0.8916187455844773
24,0.965239550819731
25,0.3940665126428563
26,0.4717328937343723
27,0.9585161023957071
28,0.24193457419753983
29,0.053443202451866734
30,0.03329122519350103
31,0.33254013787808123
32,0.8580500708143237
33,0.24897972567655247
34,0.29267067031997596
35,0.6272468925405398
36,0.9004729366912958
37,0.7466576093409393
1,0.0024269053890605408
2,0.894781575689439
3,0.23685388627825732
4,0.5893221574078624
5,0.3402106493541903
6,0.2760861050856922
7,0.22347990730253842
8,0.5463078005276113
9,0.15376521884401118
10,0.920030528374743
11,0.8629691448832094
12,0.3886365450566168
13,0.8401562021704501
14,0.6522038370957197
15,0.8681086706377141
16,0.7025835603085782
17,0.08748007822860648
18,0.1807816527833801
19,0.7694788616962258
20,0.9062129090576091
21,0.9662563926742013
22,0.6277017619002832
23,0.38814568043805975
24,0.7783641827711286
25,0.893955665644805
26,0.4561276761257317
27,0.36239514303047893
28,0.3719230691165355
29,0.42778989491267816
30,0.7095437172447896
31,0.17296432530054995
32,0.4726168779935588
33,0.6068648491369978
34,0.07086044308284489
35,0.6209561217045642
36,0.364599931617793
37,0.32094423824611495
38,0.8872390232130829
39,0.540835882490097
40,0.07428432956272213
41,0.6295586387280255
42,0.5550450052538816
43,0.7928006582254215
44,0.13454057996977842
1,0.6042294431771789
2,0.46477734870902754
3,0.29691536056255197
4,0.6152949599474781
5,0.6647435606331823
6,0.9731148801029466
7,0.9831801241758755
8,0.16179035661798224
9,0.8346716664000414
10,0.13778895200518237
11,0.28351535134801686
12,0.28044816346736035
13,0.44922133297211364
14,0.3044738555810852
1,0.7234986866309682
2,0.16018541072422088
3,0.9239998843581949
4,0.8301094165101874
5,0.6167388156229036
6,0.12382811534895855
7,0.48014046398924015
1,0.15185111137693763
2,0.3049115842683263
3,0.028323219550610235
4,0.9531532422526565
5,0.3133216708391189
6,0.26520271128447814
7,0.8172139629097891
8,0.9892533657008742
9,0.203335238455448
10,0.7798333919327907
11,0.8311364494942258
12,0.009106196472925654
13,0.3938398706910424
14,0.7255367064653884
15,0.1904858505347924
16,0.6447257449328886
2,0.0790024441184185
3,0.8007410759766999
4,0.4348591254367393
5,0.1472980507278775
6,0.29744065874930514
7,0.5626671390067266
8,0.8923659046618053
9,0.7311450071328318
10,0.2193433253328192
11,0.21512992226527405
12,0.9325234923768615
13,0.1333071655106408
14,0.6409801425699306
15,0.8021592271555719
16,0.49279340792196813
17,0.6528970716825276
18,0.8733638220756382
19,0.5230807523881805
20,0.6655957956016815
21,0.39807150764346755
22,0.6018989133512638
23,0.7288821529078054
24,0.2138063968105216
25,0.5909513003076253
26,0.9146930872495611
27,0.9042490676627194
28,0.28386480571545125
29,0.17004416497441488
30,0.26525710531530855
31,0.916790911457385
32,0.9402627449979264
33,0.5108385814282284
34,0.887414512326558
35,0.2744631879086651
36,0.3333633710600944
37,0.29125569624083936
38,0.46528360370603317
39,0.6182599248657684
40,0.6500586832319266
41,0.5003270541041757
42,0.9863368508744164
43,0.19962313993026992
44,0.9320799320162488
45,0.8804099644011505
46,0.12036259067996169
47,0.35216782616775544
48,0.10897320736347438
49,0.6844088606330874
50,0.873073572864997
51,0.039096808295267516
52,0.9607761906516497
53,0.9597434211516856
54,0.8249339498132017
55,0.4749646923349551
56,0.01000430389727014
57,0.06162429017736404
58,0.9461702230015345
59,0.6414212997745632
60,0.41696143867163293
61,0.2857676513009606
62,0.9045116985347488
63,0.475214542329331
64,0.3920669612985741
65,0.26046810566620293
66,0.9192989742190291
67,0.9087852275893744
68,0.9532110565499253
69,0.06737578915275422
70,0.6130237768983664
71,0.6963305167775923
72,0.6455831949707793
73,0.16655739159932803
74,0.752245465929509
75,0.4890448751148667
76,0.6912218411390669
77,0.09917238446477661
78,0.053686089589128905
79,0.5011654202302027
80,0.3757181251185572
81,0.5084242344366162
82,0.4689671080946882
83,0.516354392304347
84,0.005587050962986395
85,0.49698165867219923
86,0.7397636478397274
87,0.6656772146628247
88,0.6795200221430496
89,0.35035058487726134
90,0.24709523458571614
91,0.862899381232634
92,0.7283789091841429
93,0.7789040133777774
94,0.33525951254986175
95,0.6648421035120583
96,0.9094198863963295
97,0.1780526191492795
98,0.5926440790664166
99,0.1484454608536152
100,0.02621654148383379
101,0.3125771278940398
102,0.100376320328737
103,0.9970682762502981
104,0.175471671866131
105,0.03176452339635505
106,0.8634662878094161
107,0.7305937092409298
108,0.6713179030847467
109,0.6630868815042771
110,0.09528614147039371
111,0.5590559447925635
112,0.5226050884135217
113,0.2995263936231405
114,0.11204251196284254
115,0.7273228271001646
116,0.5479439332323095
117,0.2733283859015917
118,0.11713590449930888
119,0.19005229158113635
120,0.42841074478533026
121,0.3920470348481728
122,0.5278325385173307
123,0.014800373779393472
124,0.5277708990644827
125,0.49773691487281824
126,0.339261639024805
127,0.7298308988963453
128,0.5408427029437131
129,0.7330950732168711
130,0.14441107078142523
131,0.4134700983687617
132,0.9853467289881779
133,0.2852315477508013
134,0.73957343659814
135,0.19410811888161994
136,0.8567931444109148
137,0.9742794584726987
138,0.5243880052281069
139,0.287076057113241
140,0.9926432170047409
141,0.5718370386385032
142,0.2970430629671301
143,0.46369989197712547
144,0.04467920338599318
145,0.010603842320190293
146,0.7314030848165058
147,0.43020721016947594
148,0.238057536565911
149,0.13994667175022113
150,0.06644141323221742
151,0.29808934615249283
152,0.10920307921834616
153,0.2928343127573474
154,0.08418143872370198
155,0.39635237188350947
156,0.45721791474001827
157,0.002692907069119843
158,0.812907040340958
159,0.3000160446470068
160,0.40004568942937646
161,0.4390128935141855
162,0.71125420656509
163,0.13121359271793165
164,0.2819149039154948
165,0.708500203775
166,0.8777811066481541
167,0.22368448451286171
168,0.46799627503736463
169,0.9342080488454763
170,0.028864007619839205
2,0.7658666294497201
3,0.8683748092314707
4,0.5413215401448354
5,0.3760557999669375
6,0.6908251510354582
7,0.21978411540018272
8,0.7770432881253987
9,0.4224136073048633
10,0.8528878827988647
11,0.7533498550223973
12,0.6876614007261924
13,0.5621985274534722
14,0.32182349768781193
15,0.2747231329508273
16,0.6384870741664721
17,0.3138128335834769
18,0.5943626627773717
19,0.7432348483511234
20,0.9919377964679984
21,0.06737974176588424
22,0.0920377402988719
23,0.25542561200841984
24,0.5484453186715221
25,0.6119578936940884
26,0.6960200633227486
27,0.6160423728044433
28,0.470869344374503
29,0.9326492641975451
30,0.4571631464981998
31,0.044322406607329556
32,0.27432294854788775
33,0.38663421175087964
34,0.6651151731473373
35,0.20267060317913066
36,0.05665093960414069
37,0.4565539647349621
38,0.43362194973823864
39,0.8561513981592007
40,0.5833293817814227
41,0.11590922454337482
42,0.07395864534243335
43,0.5304124051876025
44,0.020739136796214197
45,0.7053143191404506
46,0.23227588712376002
47,0.9200290584057201
48,0.11053025641848113
49,0.7499232996796327
50,0.4170166723006272
51,0.2352734997140169
52,0.9058938547028096
53,0.70898774953526
54,0.7583936456132648
55,0.6686205375769295
56,0.33546076597496
57,0.1991189344485823
58,0.4486097590431958
59,0.8088933900039935
60,0.42229147491339525
61,0.04274322629384053
62,0.7141391428102732
63,0.9720288070342733
64,0.5488734816170545
65,0.5584757394528088
66,0.38112430707734135
67,0.13289417892087507
68,0.8972649843115182
69,0.5954381129569756
70,0.6568066862386094
71,0.7497283371945758
72,0.5251256578828063
73,0.2449700290999528
74,0.1602438183215794
75,0.39334070232006824
76,0.8063352544849229
77,0.6642133289951181
78,0.4069746825242505
79,0.41770366891509914
80,0.4734736847329014
81,0.6070539758132946
82,0.33825905978056736
83,0.21029206724381877
84,0.045676615580723556
85,0.23043234908151655
86,0.5976830616636435
87,0.4258583263777336
88,0.5699775989568779
89,0.5386763070023559
90,0.0487369142954146
91,0.5455882745834022
92,0.5333901009093972
93,0.9622980433525175
94,0.09848984896667135
95,0.14462673438492635
96,0.5405836004666663
97,0.055613218280996635
98,0.2502527711505488
99,0.5954998200650683
100,0.8353538159543406
101,0.36676227440219
102,0.6143553253035913
103,0.7915876767530159
104,0.6896218624347311
105,0.15278472182542002
106,0.009738981114752132
107,0.9986631430788627
108,0.23561719498153977
109,0.5844075052112565
110,0.9922895872062977
111,0.7153557311898713
112,0.640012239829065
113,0.8999071482928258
114,0.43154854308378043
115,0.625514697839333
116,0.19696928910228106
117,0.5102415067391374
118,0.18314375296138952
119,0.6653517360201643
120,0.20032612115016302
121,0.012735563010299766
122,0.21567027571791586
123,0.9409636141466341
124,0.9530491209915385
125,0.6150370832605165
126,0.9189885953917245
127,0.9902340007630698
128,0.47661094457715514
129,0.04367704923443139
130,0.8735927186586688
131,0.9287018697363161
132,0.3459121779939419
133,0.5330271536621559
134,0.48288875339653625
135,0.6528156853007412
136,0.23131853530847468
137,0.07770912878639213
138,0.9097912674804985
139,0.6624014186176859
140,0.09975322975879164
141,0.7530182316624484
142,0.6708437893737532
143,0.49873408021894894
144,0.7497905153310851
145,0.6303136150246493
146,0.8063371384128089
147,0.12830712607417138
148,0.1895021622225428
149,0.6947020928102161
150,0.870244802954861
151,0.7574606974513934
152,0.019393079878592956
153,0.9861566170038457
154,0.9288643847458112
155,0.16489154830478092
156,0.9947185308525447
157,0.9349011789284545
158,0.5949066587944238
159,0.11204550478224495
160,0.6352062518065158
161,0.3655662257331771
162,0.7822073006238631
163,0.01887209996789052
164,0.20445012002882323
165,0.9866209625338527
166,0.3590971026303259
167,0.14008095094540363
168,0.33392273090422386
169,0.9974291961877345
170,0.625957404930252
171,0.6699216709468719
172,0.4085336049039542
173,0.41975844104100035
174,0.0011538837034877902
175,0.9344156212992654
176,0.6064010751903436
177,0.9926677028209374
178,0.609690647690029
179,0.005481727848996143
180,0.029522832125289167
181,0.20767103226542494
182,0.933491534286774
183,0.08449068796570791
184,0.3211604341629902
185,0.283267397632491
186,0.8857551795867631
187,0.3656722621350379
188,0.9039577062224085
189,0.7937939232271531
190,0.29524693265173696
191,0.910060426395242
192,0.8684483537287188
193,0.9857641955489947
194,0.26757190857914637
195,0.23471104052514602
196,0.026128591519853916
197,0.5084758716004036
198,0.800947252618688
199,0.6692081991058776
200,0.6185805699746596
201,0.31374176369337414
202,0.30711163906787264
203,0.23024385781703804
204,0.8775897760164878
205,0.5071271457304397
206,0.6335454647022841
207,0.1734787976582649
208,0.5747783225889264
209,0.324679690060387
210,0.7498606545592453
211,0.48811161940590697
212,0.13518255779253507
213,0.78891602987317
214,0.85274159627841
215,0.31613591902449645
216,0.4128235673069749
217,0.4940671115289611
218,0.9338003393690107
219,0.2540118976002288
220,0.6917229739797732
221,0.7808363083873783
222,0.889444948219706
223,0.867308230291101
224,0.9088453894882708
225,0.1339425855324894
226,0.548336070598494
227,0.6285266806101316
228,0.9184060892291692
229,0.8129397554392771
230,0.2657655524542004
231,0.09237364422226568
232,0.8803922222414453
233,0.871690447992059
234,0.5340509485544312
235,0.534859983595676
236,0.4564178066240283
237,0.5579219205185237
238,0.19782494886532387
239,0.8882747280852805
240,0.016615826608345152
241,0.3213850707565765
242,0.13418789413500887
243,0.8457197094544537
244,0.7795624632539376
245,0.9363192579900801
246,0.009395603690291465
247,0.9728343545182375
248,0.926353663824968
249,0.7607212422826237
250,0.7861671034278722
251,0.3514952565509455
2,0.7330663966521744
3,0.8913348174606596
4,0.09646658859382906
5,0.9425229397026785
6,0.38980569608188753
7,0.8031102423976112
8,0.06098958044310265
9,0.31202701805413735
10,0.41615209954981214
11,0.403403417898046
12,0.8760562212753178
13,0.38916586797003494
14,0.8509192494045604
15,0.6423540405101943
16,0.8189189420604782
17,0.20534782264556106
18,0.562579505926556
19,0.3528656252817616
20,0.6904926922405059
21,0.6825515017704702
22,0.7660177258470175
23,0.2688420903729508
24,0.7305065820875194
25,0.019057206068108345
26,0.10185891598564667
27,0.16895507306473567
28,0.9174057162078794
29,0.9354153549345074
30,0.8733550238052944
31,0.22505412341553022
2,0.42016248416472524
3,0.39342622255659254
4,0.8509959963030596
5,0.18069276919845134
6,0.7386882798232696
7,0.869608172154144
8,0.04491372066430954
9,0.41144271714113567
10,0.379925928830227
11,0.025314487333992997
12,0.4879616097506758
13,0.21438843670465735
14,0.7928249304343302
15,0.3561929740140928
16,0.881314278772412
17,0.7887732689789704
18,0.43415922893259995
19,0.24150474715173853
20,0.9303693517879907
21,0.17416203011208264
22,0.20783776675098964
23,0.4668995846085129
24,0.45430902452870525
25,0.013437990655090992
26,0.5968023267610262
27,0.4131292485324308
28,0.7506586998539772
29,0.6427294429773276
30,0.3397100581917454
31,0.9380625645213053
